,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore
/m/eddie_and_the_cruisers,/m/eddie_and_the_cruisers,Eddie and the Cruisers,"[""Cult Movies"",""Drama"",""Mystery & Suspense""]",PG,1983,38,73
/m/red_cliff,/m/red_cliff,Red Cliff (Chi Bi),"[""Action & Adventure"",""Art House & International"",""Classics"",""Drama""]",R,2009,91,78
/m/executive-koala-koala-kacho,/m/executive-koala-koala-kacho,Executive Koala (Koala kacho),"[""Art House & International"",""Kids & Family""]",NR,2004,null,67
/m/eyes_without_a_face_1962,/m/eyes_without_a_face_1962,Eyes Without a Face,"[""Art House & International"",""Drama"",""Horror"",""Mystery & Suspense""]",NR,1962,98,87
/m/innocent_voices,/m/innocent_voices,Innocent Voices (Voces inocentes),"[""Art House & International"",""Drama""]",R,2005,71,93
/m/battle_in_outer_space,/m/battle_in_outer_space,Battle in Outer Space (Uchû daisensô),"[""Action & Adventure"",""Art House & International"",""Science Fiction & Fantasy""]",NR,1959,null,37
/m/gonul-yarasi-lovelorn,/m/gonul-yarasi-lovelorn,Gönül yarasi (Lovelorn),"[""Art House & International"",""Drama""]",NR,2005,null,91
/m/great_k_and_a_train_robbery,/m/great_k_and_a_train_robbery,Great K & A Train Robbery,"[""Action & Adventure"",""Western""]",NR,1926,null,60
/m/clan_of_the_cave_bear,/m/clan_of_the_cave_bear,The Clan of the Cave Bear,"[""Action & Adventure"",""Drama"",""Science Fiction & Fantasy""]",R,1986,10,47
/m/war-2007,/m/war-2007,War (Rogue Assassin),"[""Action & Adventure"",""Mystery & Suspense""]",R,2007,14,51
/m/johnny_got_his_gun,/m/johnny_got_his_gun,Johnny Got His Gun,"[""Classics"",""Drama""]",PG,1971,67,87
/m/smoke_signals,/m/smoke_signals,Smoke Signals,"[""Comedy"",""Drama"",""Special Interest""]",PG-13,1998,83,82
/m/gates,/m/gates,The Gates,"[""Documentary"",""Musical & Performing Arts"",""Special Interest""]",NR,2008,83,60
/m/fast_girls_2012,/m/fast_girls_2012,Fast Girls,"[""Art House & International"",""Drama"",""Special Interest""]",G,2012,83,59
/m/we_of_the_never_never,/m/we_of_the_never_never,We of the Never Never,"[""Art House & International"",""Drama""]",G,1982,null,59
/m/ghostbox_cowboy,/m/ghostbox_cowboy,Ghostbox Cowboy,"[""Comedy"",""Drama""]",NR,2018,91,50
/m/blame_it_on_fidel,/m/blame_it_on_fidel,Blame It on Fidel (La Faute a Fidel),"[""Drama""]",NR,2006,93,91
/m/the_junkman,/m/the_junkman,The Junkman,"[""Action & Adventure"",""Comedy""]",PG,1983,null,61
/m/getting_in,/m/getting_in,Getting In,"[""Comedy"",""Mystery & Suspense""]",R,1994,null,30
/m/mubarakan,/m/mubarakan,Mubarakan,"[""Comedy"",""Romance""]",PG-13,2017,33,53
/m/carry_on_girls,/m/carry_on_girls,Carry On Girls,"[""Comedy"",""Drama"",""Television""]",R,1973,null,54
/m/solstorm,/m/solstorm,Solstorm,"[""Art House & International"",""Mystery & Suspense""]",NR,2007,null,30
/m/10011992-across_the_hall,/m/10011992-across_the_hall,Across The Hall,"[""Mystery & Suspense""]",R,2009,null,39
/m/priceless_2016,/m/priceless_2016,Priceless,"[""Drama"",""Romance""]",PG-13,2016,40,77
/m/lola_1961,/m/lola_1961,Lola,"[""Art House & International"",""Drama"",""Romance""]",PG,1961,100,80
/m/armitage_dualmatrix,/m/armitage_dualmatrix,Armitage - Dual Matrix,"[""Action & Adventure"",""Animation"",""Anime & Manga"",""Science Fiction & Fantasy""]",R,2002,null,63
/m/amazing_transparent_man,/m/amazing_transparent_man,The Amazing Transparent Man,"[""Classics"",""Drama"",""Horror"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",NR,1960,40,16
/m/fanney_khan,/m/fanney_khan,Fanney Khan,"[""Drama""]",NR,2018,56,50
/m/fake_it_so_real_2011,/m/fake_it_so_real_2011,Fake It So Real,"[""Documentary"",""Special Interest""]",NR,2012,91,49
/m/1040484-wind,/m/1040484-wind,Wind,"[""Action & Adventure"",""Drama""]",PG-13,1992,50,82
/m/ritz,/m/ritz,The Ritz,"[""Art House & International"",""Classics"",""Comedy"",""Gay & Lesbian""]",R,1976,56,81
/m/attenberg_2010,/m/attenberg_2010,Attenberg,"[""Art House & International"",""Drama""]",NR,2012,77,52
/m/esmeralda_comes_by_night,/m/esmeralda_comes_by_night,"Esmeralda Comes by Night (De noche vienes, Esmeralda)","[""Art House & International"",""Comedy""]",R,1998,null,50
/m/requiem_for_a_killer,/m/requiem_for_a_killer,Requiem for a Killer (Requiem pour une Tueuse),"[""Art House & International"",""Mystery & Suspense""]",NR,2011,null,23
/m/who-shot-pat,/m/who-shot-pat,Who Shot Patakango? (Breakin' the Rules) (Brooklyn Love Story) (Youngsters - Die Brooklyn Gang) (Who Shot Pat?),"[""Drama""]",R,2002,null,11
/m/deadpool,/m/deadpool,Deadpool,"[""Action & Adventure"",""Comedy"",""Science Fiction & Fantasy""]",R,2016,85,90
/m/recess_christmas_miracle_on_third_street,/m/recess_christmas_miracle_on_third_street,Recess Christmas: Miracle on Third Street,"[""Animation"",""Kids & Family"",""Special Interest""]",NR,2001,null,43
/m/1131106-nine_lives,/m/1131106-nine_lives,Nine Lives,"[""Horror""]",R,2002,null,28
/m/willow,/m/willow,Willow,"[""Action & Adventure"",""Drama"",""Science Fiction & Fantasy""]",PG,1988,50,79
/m/mighty_fine,/m/mighty_fine,Mighty Fine,"[""Comedy"",""Drama""]",R,2012,19,51
/m/altiplano,/m/altiplano,Altiplano (Fragments of Grace),"[""Art House & International"",""Drama""]",NR,2010,70,71
/m/rhinoceros,/m/rhinoceros,Rhinoceros,"[""Classics"",""Comedy"",""Drama""]",PG,1974,null,51
/m/fright-im-alone-and-im-scared-night-legs,/m/fright-im-alone-and-im-scared-night-legs,Fright (I'm Alone and I'm Scared) (Night Legs),"[""Horror"",""Mystery & Suspense""]",PG,1971,null,40
/m/the-incredible-mrs-ritchie,/m/the-incredible-mrs-ritchie,The Incredible Mrs. Ritchie,"[""Drama"",""Kids & Family"",""Musical & Performing Arts""]",PG-13,2004,null,67
/m/1113658-joshua,/m/1113658-joshua,Joshua,"[""Drama""]",G,2002,22,76
/m/fight_church,/m/fight_church,Fight Church,"[""Documentary"",""Special Interest""]",NR,2014,100,64
/m/the_wolf_of_wall_street_2013,/m/the_wolf_of_wall_street_2013,The Wolf of Wall Street,"[""Drama""]",R,2013,79,82
/m/chuck,/m/chuck,Chuck,"[""Drama""]",R,2017,80,63
/m/fall_to_grace,/m/fall_to_grace,Fall to Grace,"[""Drama""]",NR,2006,56,20
/m/searching_for_sugar_man,/m/searching_for_sugar_man,Searching for Sugar Man,"[""Documentary"",""Musical & Performing Arts""]",PG-13,2012,94,92
/m/jovenes_delincuentes,/m/jovenes_delincuentes,Jóvenes Delincuentes,"[""Action & Adventure""]",R,2001,null,60
/m/extraordinary_stories,/m/extraordinary_stories,Extraordinary Stories,"[""Classics"",""Drama""]",NR,2011,100,96
/m/tous-a-louest-une-aventure-de-lucky-luke,/m/tous-a-louest-une-aventure-de-lucky-luke,Tous a l'Ouest: une aventure de Lucky Luke,"[""Action & Adventure""]",NR,2007,null,30
/m/you_might_as_well_live,/m/you_might_as_well_live,You Might as Well Live,"[""Comedy""]",R,2009,67,57
/m/1214087-wuthering_heights,/m/1214087-wuthering_heights,Wuthering Heights,"[""Drama"",""Television"",""Romance""]",NR,2009,null,84
/m/big_significant_things,/m/big_significant_things,Big Significant Things,"[""Comedy"",""Drama""]",NR,2015,20,43
/m/1001848-beach_girls,/m/1001848-beach_girls,The Beach Girls,"[""Comedy"",""Musical & Performing Arts""]",R,1982,null,46
/m/dillinger,/m/dillinger,Dillinger,"[""Action & Adventure"",""Classics"",""Drama"",""Mystery & Suspense""]",R,1945,null,45
/m/donovans_reef,/m/donovans_reef,Donovan's Reef,"[""Action & Adventure"",""Classics"",""Comedy"",""Drama"",""Romance""]",NR,1963,55,77
/m/butter_2011,/m/butter_2011,Butter,"[""Comedy"",""Drama""]",R,2012,34,44
/m/1136058-hillside_strangler,/m/1136058-hillside_strangler,The Hillside Strangler,"[""Drama"",""Mystery & Suspense""]",R,2004,15,32
/m/daredevil,/m/daredevil,Daredevil,"[""Action & Adventure"",""Science Fiction & Fantasy""]",PG-13,2003,44,35
/m/fight-for-your-life,/m/fight-for-your-life,Fight for Your Life,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,1977,null,53
/m/kissed,/m/kissed,Kissed,"[""Drama""]",R,1997,70,67
/m/thuppakki,/m/thuppakki,Thuppakki,"[""Action & Adventure"",""Mystery & Suspense""]",NR,2012,null,82
/m/cats_meow,/m/cats_meow,The Cat's Meow,"[""Comedy"",""Drama""]",PG-13,2001,75,51
/m/crush_2002,/m/crush_2002,Crush,"[""Comedy"",""Drama"",""Romance""]",R,2002,36,58
/m/atomic_city,/m/atomic_city,The Atomic City,"[""Classics"",""Drama"",""Mystery & Suspense""]",NR,1952,null,60
/m/kalamity,/m/kalamity,Kalamity,"[""Drama"",""Mystery & Suspense""]",R,2010,null,31
/m/drumline,/m/drumline,Drumline,"[""Comedy"",""Drama""]",PG-13,2002,82,70
/m/1158404-nathalie,/m/1158404-nathalie,Nathalie,"[""Art House & International"",""Drama""]",NR,2003,71,54
/m/curse_of_the_golden_flower,/m/curse_of_the_golden_flower,Curse of the Golden Flower,"[""Action & Adventure"",""Art House & International"",""Drama"",""Romance""]",R,2006,65,65
/m/the_trials_of_oscar_wilde,/m/the_trials_of_oscar_wilde,The Trials of Oscar Wilde,"[""Classics"",""Documentary"",""Drama"",""Gay & Lesbian""]",PG,1960,null,50
/m/sin_2000,/m/sin_2000,Sin,"[""Animation"",""Science Fiction & Fantasy""]",NR,2000,null,21
/m/el_chacal_de_nahueltoro,/m/el_chacal_de_nahueltoro,El Chacal de Nahueltoro (Jackal of Nahueltoro),"[""Art House & International"",""Drama""]",NR,1969,null,90
/m/10008992-meeting_resistance,/m/10008992-meeting_resistance,Meeting Resistance,"[""Documentary"",""Special Interest""]",NR,2007,82,47
/m/accidental_tourist,/m/accidental_tourist,The Accidental Tourist,"[""Comedy"",""Drama"",""Romance""]",PG,1988,81,60
/m/rosa_luxemburg,/m/rosa_luxemburg,Die Geduld der Rosa Luxemburg,"[""Art House & International"",""Drama""]",NR,1986,100,51
/m/summer_2018,/m/summer_2018,Leto,"[""Drama"",""Musical & Performing Arts""]",NR,2019,78,82
/m/a_dark_place,/m/a_dark_place,A Dark Place (Steel Country),"[""Drama"",""Mystery & Suspense""]",R,2019,48,75
/m/national_lampoon_presents_the_beach_party_at_the_threshold_of_hell,/m/national_lampoon_presents_the_beach_party_at_the_threshold_of_hell,National Lampoon Presents The Beach Party at the Threshold of Hell,"[""Comedy"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",R,2006,67,45
/m/dude_wheres_the_party,/m/dude_wheres_the_party,"Dude, Where's the Party?","[""Comedy""]",PG-13,2003,69,62
/m/across_the_great_divide,/m/across_the_great_divide,Across the Great Divide,"[""Action & Adventure"",""Drama"",""Kids & Family""]",G,1976,null,47
/m/the_beautiful_person,/m/the_beautiful_person,The Beautiful Person (La Belle Personne),"[""Art House & International"",""Drama""]",NR,2008,50,58
/m/beijing_love_story,/m/beijing_love_story,Beijing Love Story,"[""Drama"",""Romance""]",NR,2014,33,53
/m/the_merry_widow_1925,/m/the_merry_widow_1925,The Merry Widow,"[""Comedy"",""Drama"",""Musical & Performing Arts"",""Romance""]",NR,1925,null,80
/m/sinbad_the_fifth_voyage,/m/sinbad_the_fifth_voyage,Sinbad: The Fifth Voyage,"[""Action & Adventure"",""Science Fiction & Fantasy""]",PG-13,2014,null,67
